STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,citizen,Country of citizenship,sex,Sex,applicant,Applicant type,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,FR,France,2025-06,,4220,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,FR,France,2025-07,,4415,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,FR,France,2025-08,,4415,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,FR,France,2025-09,,4600,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,FR,France,2025-10,,4875,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-01,,395,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-02,,525,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-03,,535,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-04,,585,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-05,,525,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-06,,535,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-07,,875,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-08,,980,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-09,,1320,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-10,,1335,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-11,,1165,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2015-12,,760,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-01,,750,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-02,,930,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-03,,1015,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-04,,1025,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-05,,1390,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-06,,1715,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-07,,1800,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-08,,1650,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-09,,1900,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-10,,2210,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-11,,2105,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2016-12,,1755,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-01,,1705,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-02,,1805,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-03,,1980,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-04,,1365,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-05,,1875,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-06,,1995,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-07,,1875,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-08,,1695,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-09,,1890,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-10,,1910,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-11,,1550,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2017-12,,830,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-01,,1390,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-02,,1375,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-03,,1310,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-04,,1115,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-05,,1335,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-06,,1270,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-07,,1165,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-08,,745,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-09,,945,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-10,,1000,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-11,,1025,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2018-12,,665,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-01,,945,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-02,,850,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-03,,885,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-04,,790,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-05,,995,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-06,,935,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-07,,985,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-08,,675,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-09,,795,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-10,,990,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-11,,835,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2019-12,,635,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-01,,810,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-02,,865,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-03,,205,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-04,,30,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-05,,155,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-06,,390,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-07,,425,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-08,,170,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-09,,240,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-10,,535,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-11,,450,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2020-12,,445,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-01,,385,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-02,,395,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-03,,480,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-04,,395,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-05,,475,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-06,,450,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-07,,490,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-08,,530,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-09,,1490,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-10,,1430,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-11,,1160,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2021-12,,855,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-01,,810,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-02,,1020,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-03,,1405,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-04,,1250,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-05,,1490,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-06,,1355,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-07,,1105,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-08,,1235,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-09,,1460,,,,,
dataflow,ESTAT:MIGR_ASYAPPCTZM(1.0),"Asylum applicants by type, citizenship, age and sex - monthly data",M,Monthly,PER,Person,EXT_EU27_2020,Extra-EU27 (from 2020),F,Females,FRST,First time applicant,TOTAL,Total,IT,Italy,2022-10,,1365,,,,,
